api	crate	path_line	snippet
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:1980	if !matches!(a.device(), candle_core::Device::Cuda(_))
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:1981	|| !matches!(b.device(), candle_core::Device::Cuda(_))
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:1982	|| !matches!(a_log.device(), candle_core::Device::Cuda(_))
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:1983	|| !matches!(dt_bias.device(), candle_core::Device::Cuda(_))
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2038	candle_core::bail!(
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2075	.map_err(|_| candle_core::Error::Msg("gdn_gates a row stride exceeds i32".into()))?;
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2077	.map_err(|_| candle_core::Error::Msg("gdn_gates b row stride exceeds i32".into()))?;
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2099	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2100	_ => candle_core::bail!("kiln-gdn-kernel: a must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2103	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2104	_ => candle_core::bail!("kiln-gdn-kernel: b must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2107	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2108	_ => candle_core::bail!("kiln-gdn-kernel: a_log must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2111	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2112	_ => candle_core::bail!("kiln-gdn-kernel: dt_bias must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2115	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2116	_ => candle_core::bail!("kiln-gdn-kernel: beta must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2119	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2120	_ => candle_core::bail!("kiln-gdn-kernel: g must be on CUDA"),
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2128	.map_err(|err| candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}")))?
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2132	.map_err(|err| candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}")))?
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2136	.map_err(|err| candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}")))?
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2140	.map_err(|err| candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}")))?
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2154	candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}"))
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2160	candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}"))
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2183	candle_core::Error::Msg(format!("gdn_gates f32 as_cuda_slice: {err}"))
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2189	candle_core::Error::Msg(format!("gdn_gates f32 as_cuda_slice: {err}"))
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2212	candle_core::Error::Msg(format!("gdn_gates f32 as_cuda_slice: {err}"))
candle_core::Error::Msg	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2218	candle_core::Error::Msg(format!("gdn_gates bf16 as_cuda_slice: {err}"))
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2237	_ => candle_core::bail!(
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2245	candle_core::bail!("kiln_gdn_gates_bf16 failed with status {status}");
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2263	if !matches!(x.device(), candle_core::Device::Cuda(_)) {
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2280	candle_core::bail!(
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2295	candle_core::bail!("kiln-gdn-kernel: gdn_gated_rms_norm rows exceed i32");
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2310	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2311	_ => candle_core::bail!("kiln-gdn-kernel: x must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2314	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2315	_ => candle_core::bail!("kiln-gdn-kernel: z must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2318	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2319	_ => candle_core::bail!("kiln-gdn-kernel: weight must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2322	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2323	_ => candle_core::bail!("kiln-gdn-kernel: out must be on CUDA"),
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2360	candle_core::bail!("kiln_gdn_gated_rms_norm_bf16 failed with status {status}");
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2392	if !matches!(g.device(), candle_core::Device::Cuda(_)) {
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2471	candle_core::bail!(
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2516	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2517	_ => candle_core::bail!("kiln-gdn-kernel: g must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2520	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2521	_ => candle_core::bail!("kiln-gdn-kernel: v must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2524	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2525	_ => candle_core::bail!("kiln-gdn-kernel: kkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2528	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2529	_ => candle_core::bail!("kiln-gdn-kernel: qkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2532	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2533	_ => candle_core::bail!("kiln-gdn-kernel: ks_entry must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2536	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2537	_ => candle_core::bail!("kiln-gdn-kernel: q_s must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2540	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2541	_ => candle_core::bail!("kiln-gdn-kernel: a_strict must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2544	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2545	_ => candle_core::bail!("kiln-gdn-kernel: b_mask must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2548	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2549	_ => candle_core::bail!("kiln-gdn-kernel: v_prime must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2552	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2553	_ => candle_core::bail!("kiln-gdn-kernel: q_s_scaled must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2556	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2557	_ => candle_core::bail!("kiln-gdn-kernel: decay_last_col must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2560	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2561	_ => candle_core::bail!("kiln-gdn-kernel: p_last must be on CUDA"),
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2638	candle_core::bail!("kiln_gdn_chunk_prep failed with status {status}");
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2661	if !matches!(a_strict.device(), candle_core::Device::Cuda(_)) {
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2718	candle_core::bail!(
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2761	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2762	_ => candle_core::bail!("kiln-gdn-kernel: a_strict must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2765	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2766	_ => candle_core::bail!("kiln-gdn-kernel: b_mask must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2769	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2770	_ => candle_core::bail!("kiln-gdn-kernel: v_prime must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2773	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2774	_ => candle_core::bail!("kiln-gdn-kernel: q_s_scaled must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2777	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2778	_ => candle_core::bail!("kiln-gdn-kernel: beta must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2781	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2782	_ => candle_core::bail!("kiln-gdn-kernel: decay_last_col must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2785	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2786	_ => candle_core::bail!("kiln-gdn-kernel: out_chunk must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2789	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2790	_ => candle_core::bail!("kiln-gdn-kernel: w_weighted must be on CUDA"),
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2846	candle_core::bail!("kiln_gdn_chunk_scan failed with status {status}");
candle_core::Device::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2865	if !matches!(g.device(), candle_core::Device::Cuda(_)) {
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2947	candle_core::bail!(
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2997	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:2998	_ => candle_core::bail!("kiln-gdn-kernel: g must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3001	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3002	_ => candle_core::bail!("kiln-gdn-kernel: v must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3005	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3006	_ => candle_core::bail!("kiln-gdn-kernel: kkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3009	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3010	_ => candle_core::bail!("kiln-gdn-kernel: qkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3013	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3014	_ => candle_core::bail!("kiln-gdn-kernel: ks_entry must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3017	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3018	_ => candle_core::bail!("kiln-gdn-kernel: q_s must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3021	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3022	_ => candle_core::bail!("kiln-gdn-kernel: beta must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3025	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3026	_ => candle_core::bail!("kiln-gdn-kernel: k_t must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3029	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3030	_ => candle_core::bail!("kiln-gdn-kernel: state must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3033	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3034	_ => candle_core::bail!("kiln-gdn-kernel: out_chunk must be on CUDA"),
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3101	candle_core::bail!("kiln_gdn_full_chunk_forward failed with status {status}");
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3163	candle_core::bail!(
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3201	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3202	_ => candle_core::bail!("kiln-gdn-kernel: g must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3205	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3206	_ => candle_core::bail!("kiln-gdn-kernel: v must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3209	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3210	_ => candle_core::bail!("kiln-gdn-kernel: kkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3213	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3214	_ => candle_core::bail!("kiln-gdn-kernel: qkt must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3217	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3218	_ => candle_core::bail!("kiln-gdn-kernel: ks_entry must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3221	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3222	_ => candle_core::bail!("kiln-gdn-kernel: q_s must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3225	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3226	_ => candle_core::bail!("kiln-gdn-kernel: beta must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3229	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3230	_ => candle_core::bail!("kiln-gdn-kernel: k_t must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3233	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3234	_ => candle_core::bail!("kiln-gdn-kernel: state must be on CUDA"),
candle_core::Storage::Cuda	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3237	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3238	_ => candle_core::bail!("kiln-gdn-kernel: out_chunk must be on CUDA"),
candle_core::bail	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3306	candle_core::bail!(
candle_core::Device	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3320	use candle_core::Device;
candle_core::D::Minus1	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3349	let q_sq = q_f32.sqr()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3355	let k_sq = k_f32.sqr()?.sum_keepdim(candle_core::D::Minus1)?;
candle_core::D::Minus1	kiln-gdn-kernel	crates/kiln-gdn-kernel/src/lib.rs:3920	.mean_keepdim(candle_core::D::Minus1)?;
candle_core::Device	kiln-model	crates/kiln-model/tests/vk_resident_decode_parity.rs:27	use candle_core::Device;
candle_core::DType	kiln-model	crates/kiln-model/tests/vk_resident_decode_parity.rs:196	// Map kiln_core::config::DType → candle_core::DType.
candle_core::DType::BF16	kiln-model	crates/kiln-model/tests/vk_resident_decode_parity.rs:198	kiln_core::config::DType::BF16 => candle_core::DType::BF16,
candle_core::DType::F16	kiln-model	crates/kiln-model/tests/vk_resident_decode_parity.rs:199	kiln_core::config::DType::FP16 => candle_core::DType::F16,
candle_core::DType::F32	kiln-model	crates/kiln-model/tests/vk_resident_decode_parity.rs:200	kiln_core::config::DType::FP32 => candle_core::DType::F32,
candle_core::TensorId	kiln-optim	crates/kiln-optim/src/adamw.rs:12	//! `candle_core::TensorId` references in the existing AdamW
candle_core::Device	kiln-model	crates/kiln-model/src/mtp_debug.rs:2422	use candle_core::Device;
candle_core::Device	kiln-model	crates/kiln-model/src/cuda_graph.rs:99	use candle_core::Device;
candle_core::Tensor	kiln-model	crates/kiln-model/src/cuda_graph.rs:101	use candle_core::Tensor;
candle_core::cuda_backend::cudarc::driver::CudaGraph	kiln-model	crates/kiln-model/src/cuda_graph.rs:222	graph: candle_core::cuda_backend::cudarc::driver::CudaGraph,
candle_core::Tensor	kiln-model	crates/kiln-model/src/cuda_graph.rs:224	output_logits: candle_core::Tensor,
candle_core::cuda_backend::cudarc::driver::CudaGraph	kiln-model	crates/kiln-model/src/cuda_graph.rs:272	graph: candle_core::cuda_backend::cudarc::driver::CudaGraph,
candle_core::Tensor	kiln-model	crates/kiln-model/src/cuda_graph.rs:274	output_logits: candle_core::Tensor,
candle_core::Tensor	kiln-model	crates/kiln-model/src/cuda_graph.rs:771	) -> Result<candle_core::Tensor> {
candle_core::cuda_backend::cudarc::driver::DeviceRepr	kiln-model	crates/kiln-model/src/cuda_graph.rs:1243	T: candle_core::cuda_backend::cudarc::driver::DeviceRepr
candle_core::cuda_backend::CudaDType	kiln-model	crates/kiln-model/src/cuda_graph.rs:1244	+ candle_core::cuda_backend::CudaDType,
candle_core::cuda_backend::cudarc::driver::DevicePtr	kiln-model	crates/kiln-model/src/cuda_graph.rs:1246	use candle_core::cuda_backend::cudarc::driver::DevicePtr;
candle_core::Storage::Cuda	kiln-model	crates/kiln-model/src/cuda_graph.rs:1250	candle_core::Storage::Cuda(s) => s,
candle_core::cuda_backend::cudarc::driver::result::memcpy_htod_async	kiln-model	crates/kiln-model/src/cuda_graph.rs:1264	candle_core::cuda_backend::cudarc::driver::result::memcpy_htod_async(
candle_core::Tensor	kiln-model	crates/kiln-model/src/cuda_graph.rs:1292	) -> Result<candle_core::Tensor> {
candle_core::cuda_backend::cudarc::driver::sys::CUstreamCaptureMode_enum::CU_STREAM_CAPTURE_MODE_RELAXED	kiln-model	crates/kiln-model/src/cuda_graph.rs:1293	use candle_core::cuda_backend::cudarc::driver::sys::CUstreamCaptureMode_enum::CU_STREAM_CAPTURE_MODE_RELAXED;
candle_core::cuda_backend::cudarc::driver::sys::CUgraphInstantiate_flags_enum::CUDA_GRAPH_INSTANTIATE_FLAG_AUTO_FREE_ON_LAUNCH	kiln-model	crates/kiln-model/src/cuda_graph.rs:1399	candle_core::cuda_backend::cudarc::driver::sys::CUgraphInstantiate_flags_enum::CUDA_GRAPH_INSTANTIATE_FLAG_AUTO_FREE_ON_LAUNCH,
candle_core::cuda_backend::cudarc::driver::sys::CUstreamCaptureMode_enum::CU_STREAM_CAPTURE_MODE_RELAXED	kiln-model	crates/kiln-model/src/cuda_graph.rs:1468	use candle_core::cuda_backend::cudarc::driver::sys::CUstreamCaptureMode_enum::CU_STREAM_CAPTURE_MODE_RELAXED;
candle_core::cuda_backend::cudarc::driver::sys::CUgraphInstantiate_flags_enum::CUDA_GRAPH_INSTANTIATE_FLAG_AUTO_FREE_ON_LAUNCH	kiln-model	crates/kiln-model/src/cuda_graph.rs:1580	candle_core::cuda_backend::cudarc::driver::sys::CUgraphInstantiate_flags_enum::CUDA_GRAPH_INSTANTIATE_FLAG_AUTO_FREE_ON_LAUNCH,
